T_max,Flow,Re,Stable
25.004825965945724,0.33285943352720465,1009.6307030052086,True
25.003991600749124,0.3409082726639572,970.4049326249008,True
25.004343740273516,0.3059364395663166,882.096114343027,True
25.006290226461925,0.3471169311058342,1096.6844263082996,True
25.004396000456403,0.3154556915539308,890.2297165961052,True
25.004468748850677,0.35133328248826423,889.340856007086,True
25.003754359440673,0.2691671842475883,698.7579021807175,True
25.00486739931164,0.3125278387573301,923.0226376391274,True
25.004475882261808,0.295991802560909,839.9187565591117,True
25.005734056454717,0.3459246017556246,1157.83319491422,True
25.00419237972543,0.3139957222524287,818.3133222932914,True
25.0038790594044,0.30936109587113975,883.7208856286533,True
25.00319523089646,0.26747319790314167,646.7282431197218,True
25.004225287094833,0.30019708458752026,972.7739917959364,True
25.003781156190872,0.29356787463672335,764.7419908539423,True
25.003859789237747,0.3064790071249173,841.6347562091903,True
25.00415246315246,0.32289909827566116,879.5351749977384,True
25.00459567110381,0.31108008408862325,937.2927691982128,True
25.00427252231947,0.3046294932092817,807.8670065353771,True
25.00462081008502,0.31733590694651015,889.8476132869498,True
25.00405753214312,0.29709939920432377,800.3586517395534,True
25.006202366588553,0.41221031149194204,1444.1972968806679,True
25.005065809890933,0.32499539555465295,906.4020345616766,True
25.00424251216858,0.28361015021643227,831.9497384715921,True
25.00369867995723,0.2877901547599274,722.5589409283857,True
25.00420494710798,0.3006636847512962,943.1692145121583,True
25.005263366047142,0.3455152157646357,1104.7467803438135,True
25.005067973110297,0.36874291889607946,1125.4058503685856,True
25.004398645400784,0.3128007049544455,850.2397923685069,True
25.004688439417386,0.3086890024761124,809.2263717415601,True
25.004371608373383,0.30562865160132413,837.2443605411961,True
25.004347995413465,0.3260955685399125,920.5175395457392,True
25.00460964575472,0.308183718871333,921.5678589340142,True
25.003397052695995,0.29194570941469483,720.3524713500627,True
25.004413853533283,0.345743265557281,938.5290276612413,True
25.004832016117035,0.3279305998300435,953.7516173097321,True
25.004157373146782,0.3042825392609892,832.8858654479232,True
25.00473255093655,0.32210803084002804,983.4114990558367,True
25.005037211981513,0.35097323612189113,1025.1452596219353,True
25.003914388482684,0.29795271278364566,809.351854749815,True
25.00469625173646,0.30746924453026386,913.0469131255758,True
25.003417437383533,0.2997560551673818,736.4268163965186,True
25.004001168745873,0.3284330737777795,920.5693822678885,True
25.003956113035745,0.31372431475925894,827.806485382093,True
25.004899927975824,0.3002684444537544,878.7199527495249,True
25.00420257605312,0.3596302017740423,976.1473818997412,True
25.00469373738812,0.2900781919353685,890.4094976799119,True
25.004323212196077,0.29582532561393327,782.12289558175,True
25.0044588454233,0.28099601382116624,698.9105702318706,True
25.00418530087302,0.31151603013635204,932.5430467627793,True
25.00453992774997,0.31817011992014754,805.6278909363184,True
25.00478698843389,0.30749741570526806,953.6590226268094,True
25.0035681609837,0.26547793949410436,739.7700993463746,True
25.00407531058583,0.29402931216183736,827.1014841272872,True
25.00355663506213,0.29655658441548377,739.4233655106341,True
25.004206445915848,0.3117267931399824,849.5791482629551,True
25.004482122962113,0.35135384566373407,1120.518689767468,True
25.004023130420986,0.30034145327990724,818.503749948219,True
25.004152188003626,0.27349267256976895,711.7634194121309,True
25.00446057274858,0.3218909708289558,975.4503502932649,True
25.004125969213874,0.31859410961622003,917.9488807204126,True
25.00465950692527,0.3035582410490012,924.156475056974,True
25.003114951032263,0.2681327155525092,645.1923178035067,True
